gene_id	gene_name	Anderson1B	Anderson2B	Barrow1B	Barrow2B	Bechtel1B	Bechtel2B	Bierek1B	Bierek2B	Bolong1B	Bolong2B	Bolong3B	Carey1B	Carey2B	Carroll1B	Carroll2B	Carroll3B	Chandler1B	Chandler2B	Cloquet1B	Cloquet2B	Colton1B	Colton2B	Cooper1B	Cooper2B	Fischer1B	Fischer2B	Foster1B	Foster2B	Greenwell1B	Greenwell2B	Greenwell3B	Halbert1B	Halbert2B	Heiss1B	Heiss2B	Howard1B	Howard2B	Hutter1B	Hutter2B	Keith1B	Keith2B	Klein1B	Klein2B	Lam1B	Lam2B	Martin1B	Martin2B	Max1B	Max2B	McFarland1B	McFarland2B	MJones1B	MJones2B	MJones3B	Murray1B	Pentz1B	Pentz2B	Porbandarwalla1B	Pratt1B	Pratt2B	Ptak1B	Ptak2B	Randolph1B	Randolph2B	Rothery1B	Rothery2B	Smith1B	Smith2B	Strople1B	Strople2B	Swenson1B	Swenson2B	Taucher1B	Taucher2B	Taylor1B	Taylor2B	Wells1B	Wells2B	Willoughby1B	Willoughby2B	Woolsey1B	Woolsey2B
ENSCAFG00845000002	PHLPP1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.005	1	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	7	9	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	2.378	1	0	0	0	0
ENSCAFG00845000003	ENSCAFG00845000003	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00845000004	ENSCAFG00845000004	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00845000005	ENSCAFG00845000005	0	0	2	0	3	0	0	4	0	1	0	1	1	0	1	1	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	5	0	0	0	0	0	3	0	0	3	0	1	2	1	0	5	1	2	3	0	4	0	0	0	0	1	0	0	2	0	1	3	0	1	0	1	1	0	1	0
ENSCAFG00845000006	ENSCAFG00845000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000007	RMND1	2	0	0	0	1	0	0	7	0	4	1	1	1	7	9	5	0	6	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	1	0	0	3	8	0	2	0	0	0	1	1	1	0	2	1	0	0	3	1	1	1	1	0	5	0	0	3	0	0	4	2	1	1	0	0	0	1	0	2	1	1	1	3	0	0	3	2	0
ENSCAFG00845000008	ENPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1.003	0	0	0	0
ENSCAFG00845000009	CLVS2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000010	ENSCAFG00845000010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000011	U4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000012	ENSCAFG00845000012	2	3	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	2	3	1	0	0	0	1	1	0	4	0	0	1	0	0	2	1	1	1	1	0	0	2	0	0	0	0	2	1	3	0	0	0	0	1	0	0	1	0	0	3	1	0	0	0	0	2.378	0	3	0	0	2	0	0	0	1	0	0	0	0	3	0	1
ENSCAFG00845000013	ENSCAFG00845000013	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00845000014	ARMT1	4	0	4	4	12	0	6	20	0	3	3	5	4	7	3	4	9	25	0	1	0	4	3	0	0	3	0	1	0	0	2	0	5	4	1	8	8	16	9	4	0	6	11	0	0	3	0	1	9	10	7	22	0	0	2	5	0	17	2	0	11	0	10	14	7	8	0	0	1	0	3	1	0	7	4	0	8	5	7	5	15	1
ENSCAFG00845000015	ENSCAFG00845000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00845000016	ZCCHC2	8	2	23.876	68.001	43	0	51.001	77	0	19	15	27.001	39.001	37	35	26.001	11.731	10.342	10.999	30	0	10	17.999	0	10	12.999	1	4	0	0	42.907	0	6	38	8.627	17	8.393	55.658	49	66.999	18	21.999	54	0	7.999	21	4	34.999	29	115.686	24.543	366	5	0	28	6	1	39	0	0	68.999	0	155.777	44	34	51.001	12	151.999	10	0	8	0	27	21	20.857	58	9	15.933	27	46.558	64.652	65.999
ENSCAFG00845000017	ENSCAFG00845000017	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	1	0
ENSCAFG00845000018	ENSCAFG00845000018	1	0	16.995	19.952	9.001	0	6	14.978	0	8.912	0	2.999	10.984	9.98	7.999	5	16	33.977	2	5	1	1	9	1.962	4	6	0	2	1	1	5	1	3	5	10	1	3	12	29.007	4	2	5	1	0	0	1	1	1	11	32	1	67.999	4	0	7	0.985	1	0	4	2	6	2	9.756	7	1	5	2.378	39	2	1	1	1	0	0	2	0	4	2	10.997	11.001	27.765	11.092
ENSCAFG00845000019	ENSCAFG00845000019	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00845000020	CCDC170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1.267	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0
ENSCAFG00845000021	ADNP2	0	0	1	1	6	0	1	24	0	8	1	4	6	19	16	24	4	1	1	0	0	3	0	0	1	2	0	4	0	0	2	1	1.049	4	1	2	6	5	3	6	0	1	12	0	0	1	0	9	5	12	2	20	1	2	1	3	0	22	1	0	12	0	9	4	3	3	0	2	0	0	3	0	5	15	3	2	1	0	4	0	14	0
ENSCAFG00845000022	ENSCAFG00845000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000023	ENSCAFG00845000023	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0.997	0	1	0	0	0	1	1	0	0	0
ENSCAFG00845000024	RBFA	0	0	2	1	7	0	0	6	0	2	0	3	0	15	11	16	1.07	11	0	0	0	3	3	0	0	1	0	0	0	0	1	0	0	2	0	3	4	1	0	1	0	1	6	0	0	0	0	3	2	5	0	6	2	0	2	6	0	39	1	0	26	0	10	1	0	3	0	1	0	0	1	0	7	13	1	1	5	0	2	3	11	0
ENSCAFG00845000025	ENSCAFG00845000025	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSCAFG00845000026	TXNL4A	5	0	8	4	17	0	8	49	0	11	2	1	4	21	20	16	15	42	0	3	0	1	2	0	0	7	0	3	1	0	4	1	2	3	2	9	5	4	11	17	1	14	8	0	0	2	0	3	16	5	0	21	1	0	0	5	0	78	5	0	51	0	9	17	12	6	0	4	0	0	3	1	4	10	9	1	8	3	9	2	13	0
ENSCAFG00845000027	ENSCAFG00845000027	0	0	1	3	2	0	1	6	0	1	2	0	0	0	2	3	2	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	4	5	2	0	3	1	0	0	3	0	0	1	2	1	14	0	0	0	0	0	13	1	0	7	0	2	1	3	1	1	0	0	0	2	0	0	2	2	0	5	0	3	0	7	0
ENSCAFG00845000028	ESR1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00845000029	TRDN	0	0	3	4	0	0	1	1	0	2	3	0	3	0	0	0	0	11	0	0	1	3	3	0	0	0	1	0	3	0	1	0	1	2	1	1	0	2	3	1	0	2	0	0	0	2	0	4	0	1	6	2	0	1	0	1	0	0	2	0	0	0	2	3	0	0	0	0	0	0	3	3	0	1	2	1	0	10	1	0	3	0
ENSCAFG00845000030	HSBP1L1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000031	ENSCAFG00845000031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000032	TNFRSF11A	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1.959	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.182	0	1.301	0	0
ENSCAFG00845000033	ENSCAFG00845000033	3	2	29.958	30.823	24.754	1	9.622	67.02	0	27.957	3.609	6.582	29.128	19	23.124	21.31	20.59	165.694	0	11.777	0	8.805	30.672	4.001	7.521	3.268	3.248	7.047	0	0	83.261	4	0	27.617	14.831	5.405	25.627	10.26	31	12.511	0	14.377	40.596	1	1.2	2.253	4	33.874	6	73.498	152.185	45.781	8.922	0	21.45	30.693	0	108.352	5	3.429	71.683	3	121.052	19.526	14	30	6	54.992	14.238	4	11.456	43.601	6.538	42.467	27.655	10.08	57.727	165.041	5.466	12.202	101.599	9.349
ENSCAFG00845000034	ENSCAFG00845000034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000035	ENSCAFG00845000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000036	RELCH	3	0	2	1	26	0	8	26	0	14	7	8	8	27	34.001	46	13	15	0	6	0	8	1	0	0	2	1	2	0	0	0	0	18	3	0	23	8	20	14	12	0	23.001	10	0	4	10	0	2	15	4	1	34	4	0	9	11	0	45	0	0	40	4	4	9	8	16	6	1	8	0	3	0	26	28	7	1	3	2	11	4	21	5
ENSCAFG00845000037	ENSCAFG00845000037	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000038	U6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000039	U4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000040	ANXA1	13	7	35	36	80	2	20	88	0	85	15	51	34	81	38	46	49	118	3	27	1	33	18	2	15	60	3	8	9	0	26	1	8	57	5	170	73	104	113	75	4	33	56	2	0	34	2	12	69	43	4	224	4	1	28	57	0	205	17	5	110	14	44	68	63	59	5	19	13	1	49	9	24	48	42	13	13	38	68	20	95	11
ENSCAFG00845000041	NKAIN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00845000042	ALDH1A1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	3	3	0	2	0	1	2	0	1	0	1	0	0	1	0	2	8	1	0	0	1	0	0	1	0
ENSCAFG00845000043	SYNE1	15	11	11	33.999	34	4	68	235.001	0	12.304	15.001	20	18.556	47	45.001	32	32	26.516	3	24.001	0	25.999	17	6	9	15.001	4	3.444	6	1	21.828	1	2	35.001	5	28	24.792	57.999	49.998	45	0	58.672	68.41	0	0	28.001	0	29.999	18	66	47.251	97.001	9	1	44.603	11	0	46.011	4.204	0	52.001	3	74.43	24	28	24	3	47.001	1	0	36	23	19.999	11.304	11	15	18.938	37.952	40	22.324	40.514	12.522
ENSCAFG00845000044	RNF217	0	0	0	1	0	0	0	2	0	0	0	1	0	1	2	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	1	0	0	2	0	0	0	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	5	0
ENSCAFG00845000045	CTDP1	2	3	1	9	15	3	10	33	0	13	2	2	4	9	2	16	6	15.244	8	3	0	2	6.999	0	3	8	0	0	10	2	11	9	0	17	5	9	8	4	8.001	8.999	0	11	13	0	0	0	0	10	15	12	2	13	0	0	3	12	0	19	0	0	35	0	17	11.11	20.999	14	0	12	3	0	7	0	6	3	5	0	5	14	14.001	13	22	3
ENSCAFG00845000046	TMC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00845000047	ENSCAFG00845000047	0	0	0	0	1.068	0	0	0	0	0	0	0	2.3	1.083	0	2.225	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1.009	1.305	0	2	0	0	0	2.148	0	0	1.273	1	1	0	0	0	0	0	0	0	0	1	0	1	1.048	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00845000048	TPD52L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000049	ENSCAFG00845000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000050	PEG3	0	3	1	3	3	0	1	1	0	1	0	9	3	2	2	0	1	1	0	0	0	4	1	0	0	4	0	1	0	0	0	0	0	0	0	18	5	4	0	3	0	0	1	2	0	1	0	1	1	1	5	6	1	0	2	1	0	8.07	1	0	5	0	1	2	1	0	0	3	0	0	2	1	0	0	0	0	0	0	0	1	7	2
ENSCAFG00845000051	ENSCAFG00845000051	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.008	0	0	0	0
ENSCAFG00845000052	U6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000053	ENSCAFG00845000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSCAFG00845000054	ENSCAFG00845000054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00845000055	ENSCAFG00845000055	0	0	5	5	5	0	1	8	0	5	0	0	4	4	7	3	9	29.98	0	1	0	1	3	0	1	1	0	2	0	0	8	0	1	5	2	1	1	2	3	4	0	1	3	0	0	1	0	3	2	4	8	5	0	0	0	7	1	55	3	1	17	0	7	1	1	2	1	4	1	0	1	0	4	4	5	0	7	14	1	0	24	1
ENSCAFG00845000056	ZFAND5	2	1	10	5	31	1	18	63	1	30	4	14	24	29	17	36	25	78	1	8	0	4	23	4	1	6	1	8	1	0	20	0	20	13	8	25	21	46	40	22	0	15	19	0	0	11	0	8	5	19	0	58	2	0	19	8	0	112	21	2	51	2	34	37	11	10	2	20	2	0	12	4	2	25	21	3	17	16	7	7	85	5
ENSCAFG00845000057	ENSCAFG00845000057	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000058	ENSCAFG00845000058	0	0	1	5	4	0	1	7	0	5	0	2	2	3	1	7	2	2	0	1	0	1	0	0	0	2	0	1	0	0	9	0	0	1	0	6	2	7	1	4	0	3	7	0	0	1	0	2	2	2	0	14	1	0	0	1	0	9	1	0	8	0	9	9	2	1	0	2	0	0	0	1	2	6	3	0	2	2	0	1	5	0
ENSCAFG00845000059	ENSCAFG00845000059	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0
ENSCAFG00845000060	ENSCAFG00845000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000061	ENSCAFG00845000061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSCAFG00845000062	ENSCAFG00845000062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000063	ENSCAFG00845000063	0	0	1	0	2	0	0	1	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSCAFG00845000064	NOL8	4	0	9	11.001	19.999	0	11.001	65	0	11	5	4	9	32	61	23	21.496	46.899	4	12	4	1	15	0	0	7.001	2	3	1	0	20	2	7	4	3	5	10.001	12.999	6	19	1	9.999	7	0	0	4	0	7	12.001	12	46.987	37.999	5	3	19.001	8	0	49	1	0	40.999	2	15	3	27	12	11	14.955	6	0	7.999	2	21.999	26	13	2	11	17	26	13	25	3
ENSCAFG00845000065	ENSCAFG00845000065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000066	HDDC2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00845000067	ENSCAFG00845000067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00845000068	PIGN	0	0	10	16	21	0	5	29.999	0	5	8	2	1	35.001	32.001	26	2	2.733	0	0	0	12	13.001	0	0	1	3	12	0	0	45	0	8.001	15.001	7	7	7.001	15	40.001	9	0	29.001	36	0	0	7	0	19	15	129.999	63	48	15	0	6	3	0	10	18	0	20.999	0	53	6	9.001	10	0	15.999	0	0	11	1	8.999	17	6	5	7	5.889	20	18.999	7	10.001
ENSCAFG00845000069	GDA	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSCAFG00845000070	OR6Z1	0	0	2.733	2	0	0	0	2.001	0	0	1	0	2.5	0	0	0	0	11.838	0	2	0	1	2	0	0	0	0	0	0	0	7.355	1	2.329	0.5	0	0	2.423	0	0	0	0	0	0	0	0	0	1	1	1	0	8.132	0	0	0	0	0	0	3.818	2.5	0	0	0	0	1.499	0	0	0	0	0	0	0	2.5	0	7.809	3	0	4	0	0	1	0	0
ENSCAFG00845000071	ENSCAFG00845000071	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
